timestamp,user1_score,user2_score,emotion_diff
22:24:37,0.0,0.0,0.0
22:24:38,0.0,0.0,0.0
22:24:38,0.0,0.0,0.0
22:24:39,0.0,0.0,0.0
22:24:39,0.0,0.0,0.0
22:24:39,0.0,0.0,0.0
22:24:40,0.0,0.0,0.0
22:24:40,0.0,0.0,0.0
22:24:41,0.0,0.0,0.0
22:24:41,0.0,0.0,0.0
22:24:41,0.0,0.0,0.0
22:24:42,0.0,0.0,0.0
22:24:42,0.0,0.0,0.0
22:24:43,0.0,0.0,0.0
22:24:43,0.0,0.0,0.0
22:24:43,0.0,0.0,0.0
22:24:44,0.0,0.0,0.0
22:24:44,0.0,0.0,0.0
22:24:45,0.0,0.0,0.0
22:24:45,0.0,0.0,0.0
22:24:45,0.0,0.0,0.0
22:24:46,0.0,0.0,0.0
22:24:46,0.0,0.0,0.0
22:24:47,0.0,0.0,0.0
22:24:47,0.0,0.0,0.0
22:24:47,0.0,0.0,0.0
22:24:48,0.0,0.0,0.0
22:24:48,0.0,0.0,0.0
22:24:49,0.0,0.0,0.0
22:24:49,0.0,0.0,0.0
22:24:49,0.0,0.0,0.0
22:24:50,0.0,0.0,0.0
22:24:50,0.0,0.0,0.0
22:24:51,0.0,0.0,0.0
22:24:51,0.0,0.0,0.0
22:24:51,0.0,0.950043217256678,0.950043217256678
22:24:52,0.0,0.950043217256678,0.950043217256678
22:24:52,0.0,0.950043217256678,0.950043217256678
22:24:53,0.0,0.950043217256678,0.950043217256678
22:24:53,0.0,0.9779627756153871,0.9779627756153871
22:24:53,0.0,0.9384068714659006,0.9384068714659006
22:24:54,0.0,0.9384068714659006,0.9384068714659006
22:24:54,0.0,0.9384068714659006,0.9384068714659006
22:24:55,0.0,0.9384068714659006,0.9384068714659006
22:24:55,0.0,0.9384068714659006,0.9384068714659006
22:24:55,0.0,0.9384068714659006,0.9384068714659006
22:24:56,0.0,0.9384068714659006,0.9384068714659006
22:24:56,0.0,0.9384068714659006,0.9384068714659006
22:24:57,0.0,0.9384068714659006,0.9384068714659006
22:24:57,0.0,0.9384068714659006,0.9384068714659006
22:24:57,0.0,0.9384068714659006,0.9384068714659006
22:24:58,0.0,0.9384068714659006,0.9384068714659006
22:24:58,0.0,0.9384068714659006,0.9384068714659006
22:24:59,0.0,0.9384068714659006,0.9384068714659006
22:24:59,0.0,0.9384068714659006,0.9384068714659006
22:24:59,0.0,0.9384068714659006,0.9384068714659006
22:25:00,0.0,0.9384068714659006,0.9384068714659006
22:25:00,0.0,0.9384068714659006,0.9384068714659006
22:25:01,0.0,0.0,0.0
22:25:01,0.0,0.0,0.0
22:25:01,0.0,0.0,0.0
22:25:02,0.0,0.0,0.0
22:25:02,0.0,0.0,0.0
22:25:03,0.0,0.0,0.0
22:25:03,0.0,0.0,0.0
22:25:03,0.0,0.0,0.0
22:25:04,0.0,0.0,0.0
22:25:04,0.0,0.0,0.0
22:25:04,0.0,0.0,0.0
