timestamp,user1_score,user2_score,emotion_diff
22:05:54,0,0.0,0.0
22:05:55,0,0.0,0.0
22:05:55,0,0.0,0.0
22:05:55,0,0.0,0.0
22:05:56,0,0.0,0.0
22:05:56,0,0.0,0.0
22:05:57,0,0.0,0.0
22:05:57,0,0.0,0.0
22:05:57,0,0.0,0.0
22:05:58,0,0.0,0.0
22:05:58,0,0.0,0.0
22:05:58,0,0.0,0.0
22:05:59,0,0.0,0.0
22:05:59,0,0.0,0.0
22:06:00,0,0.0,0.0
22:06:00,0,0.0,0.0
22:06:00,0,0.0,0.0
22:06:01,0,0.0,0.0
22:06:01,0,0.0,0.0
22:06:01,0,0.0,0.0
22:06:02,0,0.0,0.0
22:06:02,0,0.0,0.0
22:06:03,0,0.0,0.0
22:06:03,0,0.0,0.0
22:06:04,0,0.0,0.0
22:06:04,0,0.0,0.0
22:06:04,0,0.22603764605688567,0.22603764605688567
22:06:05,0,0.0,0.0
22:06:05,0,0.0,0.0
22:06:06,0,0.0,0.0
22:06:06,0,0.0,0.0
22:06:06,0,0.0,0.0
22:06:07,0,0.0,0.0
22:06:07,0,0.0,0.0
22:06:07,0,0.0,0.0
22:06:08,0,0.0,0.0
22:06:08,0,0.0,0.0
22:06:09,0,0.0,0.0
22:06:09,0,0.0,0.0
22:06:09,0,0.0,0.0
22:06:10,0,0.0,0.0
22:06:10,0,0.08287281237222127,0.08287281237222127
22:06:10,0,-0.04278290636043486,0.04278290636043486
22:06:11,0,-0.1782901701426234,0.1782901701426234
22:06:11,0,-0.1011185894069222,0.1011185894069222
22:06:12,0,-0.2382934163502666,0.2382934163502666
22:06:12,0,-0.06099579475714609,0.06099579475714609
22:06:12,0,-0.06905436625361769,0.06905436625361769
22:06:13,0,0.054430167266130425,0.054430167266130425
22:06:13,0,0.06723885741387331,0.06723885741387331
22:06:13,0,0.0015485399403218358,0.0015485399403218358
22:06:14,0,0.11763947319277274,0.11763947319277274
22:06:14,0,0.004667133804616752,0.004667133804616752
22:06:15,0,0.03460365346856037,0.03460365346856037
22:06:15,0,0.14054293462858763,0.14054293462858763
22:06:15,0,0.10469461776046984,0.10469461776046984
22:06:16,0,-0.0012916068559450378,0.0012916068559450378
22:06:16,0,-0.13286029594649867,0.13286029594649867
22:06:17,0,-0.0807749967410567,0.0807749967410567
22:06:17,0,-0.018149074237325813,0.018149074237325813
22:06:17,0,-0.12346722165084148,0.12346722165084148
22:06:18,0,-0.16366297999999155,0.16366297999999155
22:06:18,0,-0.29511031287107925,0.29511031287107925
22:06:18,0,-0.351003512513283,0.351003512513283
22:06:19,0,-0.5349160059840735,0.5349160059840735
22:06:19,0,0.0,0.0
22:06:20,0,0.0,0.0
22:06:20,0,0.0,0.0
22:06:20,0,0.0,0.0
22:06:21,0,0.0,0.0
22:06:21,0,0.0,0.0
22:06:21,0,0.0,0.0
22:06:22,0,0.0,0.0
22:06:22,0,-0.5707731090981809,0.5707731090981809
22:06:23,0,-0.5402219588527849,0.5402219588527849
22:06:23,0,-0.5826940103820857,0.5826940103820857
22:06:23,0,-0.5071980518472909,0.5071980518472909
22:06:24,0,-0.4278990109164845,0.4278990109164845
22:06:24,0,-0.25363020972899436,0.25363020972899436
22:06:25,0,-0.13732007463377616,0.13732007463377616
22:06:25,0,-0.1082538892356531,0.1082538892356531
22:06:25,0,-0.030743361058751528,0.030743361058751528
22:06:26,0,-0.08200538268061658,0.08200538268061658
22:06:26,0,0.0,0.0
22:06:26,0,0.0,0.0
22:06:27,0,0.0,0.0
22:06:27,0,0.0,0.0
22:06:28,0,0.0,0.0
22:06:28,0,0.0,0.0
22:06:28,0,0.0,0.0
22:06:29,0,0.0,0.0
22:06:29,0,0.0,0.0
22:06:29,0,0.0,0.0
22:06:30,0,0.0,0.0
22:06:30,0,0.0,0.0
22:06:31,0,0.0,0.0
22:06:31,0,0.0,0.0
22:06:31,0,0.0,0.0
22:06:32,0,0.0,0.0
22:06:32,0,0.0,0.0
22:06:32,0,0.0,0.0
